year,value,units,variable_code
2023,Level 3,CC53,Polymer Product and Rubber Product Manufacturing
2023,Level 3,CC53,Polymer Product and Rubber Product Manufacturing
2023,Level 3,CC53,Polymer Product and Rubber Product Manufacturing
2023,Level 3,CC53,Polymer Product and Rubber Product Manufacturing
2023,Level 3,CC53,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 4,CC531,Polymer Product and Rubber Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC61,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 4,CC611,Non-Metallic Mineral Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC71,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 4,CC711,Primary Metal and Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 3,CC72,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 4,CC721,Fabricated Metal Product Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 3,CC81,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 4,CC811,Transport Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 3,CC82,Machinery and Other Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC821,Electronic and Electrical Equipment Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 4,CC822,Machinery Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 3,CC91,Furniture and Other Manufacturing
2023,Level 4,CC911,Furniture Manufacturing
2023,Level 4,CC911,Furniture Manufacturing
2023,Level 4,CC911,Furniture Manufacturing
2023,Level 4,CC911,Furniture Manufacturing
2023,Level 4,CC911,Furniture Manufacturing
2023,Level 4,CC911,Furniture Manufacturing
2023,Level 4,CC911,Furniture Manufacturing
2023,Level 4,CC911,Furniture Manufacturing
